Year,Level,Name,Image,Link,Description,Booth,Partner,PartnerLink,PartnerDescription
2024,Platinum,ePlus: Where Technology Means More | Cisco Partner Gold Provider,ePlus-2024-Platinum.png,https://eplus.com/solutions/security,"ePlus is a leading security technology advisor and integrator with a broad solutions portfolio, strong industry relationships and unmatched breadth of engineering talent and expertise. With a focus on customer experience, our security team designs and delivers outcome-focused, customized cybersecurity programs aimed at defining and mitigating business risk, maximizing technology investments, and creating safer digital environments. ePlus is a trusted advisor and partner for all the security needs of your organization. ePlus works with best-in-class security providers, including Cisco.",1,,,
2024,Platinum,Atlantic Data Security,AtlanticDataSecurity-2024-Platinum.png,https://atlanticdatasecurity.com,"Atlantic Data Security is dedicated to providing our clients with the security solutions and services needed to best mitigate risk and maintain a healthy security posture. As a trusted security advisor, we take the time to understand the unique needs and goals of our clients and then overcome the challenges in our collective way. In addition to a shortage of resources, one of the most common challenges in today’s security landscape is staying ahead of constantly evolving threats.",33,,,
2024,Platinum,Trend Micro,TrendMicro-2024-Platinum.png,https://www.trendmicro.com/en_us/business.html,"Trend Micro, a global cybersecurity leader, helps make the world safe for exchanging digital information. Fueled by decades of security expertise, global threat research, and continuous innovation, our unified cybersecurity platform protects over 500,000 organizations and millions of individuals across clouds, networks, devices, and endpoints. The Trend Micro One unified cybersecurity platform delivers advanced threat defense techniques, extended detection and response (XDR), and integration across the IT ecosystem, including AWS, Microsoft, and Google, enabling organizations to better understand, communicate, and mitigate cyber risk. Trend Micro’s global threat research team delivers unparalleled intelligence and insights that power our cybersecurity platform and help protect organizations around the world from 100s of millions of threats daily. We have 7,000 employees across 65 countries, singularly focused on security and passionate about making the world a safer and better place. Trend Micro enables organizations to simplify and secure their connected world. TrendMicro.com",30,,,
2024,Gold,Rubrik,Rubrik-2024-Gold.png,https://www.rubrik.com/,"Rubrik (NYSE: RBRK) is on a mission to secure the world’s data. With Zero Trust Data Security™, we help organizations achieve business resilience against cyberattacks, malicious insiders, and operational disruptions. Rubrik Security Cloud, powered by machine learning, secures data across enterprise, cloud, and SaaS applications. We help organizations uphold data integrity, deliver data availability that withstands adverse conditions, continuously monitor data risks and threats, and restore businesses with their data when infrastructure is attacked.",23,,,
2024,Gold,Brite,Brite-2024-Gold.png,https://brite.com/,"Brite is your industry-leading technology solutions partner, proactively protecting organizations through innovative services, including managed IT services, cybersecurity & mobile technology. Technology and people are at the core of everything we do. We’re committed to proactively protecting communities and organizations through innovative technology solutions delivered by our talented team. By partnering with thoroughly vetted industry-leading technologies, we’re able to provide proven solutions, coupled with tested processes, enabling our clients to better achieve their goals and objectives.",2,,,
2024,Gold,"Corelight, Inc.",Corelight-2024-Gold.png,https://corelight.com/,"Corelight transforms network and cloud activity into evidence so that data-first defenders can stay ahead of ever-changing attacks. Delivered by our Open NDR Platform, Corelight’s comprehensive, correlated evidence gives you unparalleled visibility into your network. This evidence allows you to unlock new analytics, investigate faster, hunt like an expert, and even disrupt future attacks.v//Our on-prem and cloud sensors go anywhere to capture structured, industry-standard telemetry and insights that work with the tools and processes you already use. Corelight’s global customers include Fortune 500 companies, major government agencies, and research universities.",24,,,
2024,Gold,Rapid7,Rapid7-2024-Gold.png,https://www.rapid7.com/,"Rapid7 is creating a more secure digital future for all by helping organizations strengthen their security programs in the face of accelerating digital transformation. Our portfolio of best-in-class solutions empowers security professionals to manage risk and eliminate threats across the entire threat landscape from apps to the cloud to traditional infrastructure to the dark web. We foster open source communities and cutting-edge research–using these insights to optimize our products and arm the global security community with the latest in attacker methodology. Trusted by more than 11,000 customers worldwide, our industry-leading solutions and services help businesses stay ahead of attackers, ahead of the competition, and future-ready for what’s next.",14,,,
2024,Gold,Varonis,Varonis-2024-Gold.png,https://www.varonis.com/,"Varonis is a pioneer in data security and analytics, specializing in software for data protection, threat detection and response, and compliance. Varonis protects enterprise data by analyzing data activity, perimeter telemetry, and user behavior; prevents disaster by locking down sensitive data; and efficiently sustains a secure state with automation.",7,,,
2024,Gold,Mimecast,Mimecast-2024-Gold.png,https://www.mimecast.com/,"Mimecast is an AI-powered, API-enabled connected Human Risk Management platform, purpose-built to protect organizations from the spectrum of cyber threats. Integrating cutting-edge technology with human-centric pathways, our platform enhances visibility and provides strategic insight that enables decisive action and empowers businesses to protect their collaborative environments, safeguard their critical data and actively engage employees in reducing risk and enhancing productivity. More than 42,000 businesses worldwide trust Mimecast to help them keep ahead of the ever-evolving threat landscape. From insider risk to external threats, with Mimecast customers get more. More visibility. More insight. More agility. More security.",31,,,
2024,Gold,Red Canary,Red-Canary-2024-Gold.png,https://redcanary.com ,"Red Canary stops cyber threats no one else does, so organizations can fearlessly pursue their missions. Security leaders all share one goal: ‘Don’t get breached.’ Since day one at Red Canary, enterprises have relied on us to find and stop threats before they can cause harm. The most sophisticated security teams trust us for our intelligence-led Security Operations platform run by world-class security experts.  We manage, detect and respond to prevalent threats across cloud, identity and endpoint so you can have more time to focus on business-specific specific security needs and requirements. We got you.",8,,,
2024,Gold,CrowdStrike,Crowdstrike-2024-gold.png,https://crowdstrike.com,"CrowdStrike (Nasdaq: CRWD), a global cybersecurity leader, has redefined modern security with one of the world’s most advanced cloud-native platforms for protecting critical areas of enterprise risk – endpoints and cloud workloads, identity and data.",5,,,
2024,Gold,Abnormal Security,Abnormal-2024-Gold.png,https://abnormalsecurity.com/,"Abnormal Security is the leading AI-native human behavior security platform, leveraging machine learning to stop sophisticated inbound attacks and detect compromised accounts across email and connected applications. The anomaly detection engine leverages identity and context to understand human behavior and analyze the risk of every cloud email event—detecting and stopping sophisticated, socially-engineered attacks that target the human vulnerability. You can deploy Abnormal in minutes with an API integration for Microsoft 365 or Google Workspace and experience the full value of the platform instantly. Additional protection is available for Slack, Workday, Salesforce, ServiceNow, Zoom, Amazon Web Services and multiple other cloud applications.",27,,,
2024,Gold,Thales,Thales-2024-Gold.png,https://cpl.thalesgroup.com/ ,"Today’s enterprises depend on the cloud, data and software to make decisive decisions. That’s why the most respected brands and largest organizations in the world rely on Thales to help them protect their most sensitive information and software wherever it is created, accessed or stored – from the cloud and data centers to devices and across networks. As the global leader in cloud and data protection, our solutions enable organizations to move to the cloud securely, achieve compliance with confidence, and create more value from their software in the devices and services used by millions of consumers every day.  Thales Cloud Protection & Licensing is part of Thales Group.",28,,,
2024,Gold,Arctic Wolf,ArcticWolf-2024-Gold.png,https://arcticwolf.com/,"Arctic Wolf® is a global security operations leader, delivering a premier cloud-native security operations platform designed to end cyber risk. The Arctic Wolf® Security Operations Cloud enables automated threat detection and response at scale, empowering organizations of virtually any size and industry to establish world-class security operations with the push of a button and to defend their greatest assets at the speed of data.",3,,,
2024,Silver,Tenable,Tenable-2024-Silver.png,https://www.tenable.com,"Tenable® is the Exposure Management company. Approximately 44,000 organizations around the globe rely on Tenable to understand and reduce cyber risk. As the creator of Nessus®, Tenable extended its expertise in vulnerabilities to deliver the world’s first platform to see and secure any digital asset on any computing platform. Tenable customers include approximately 65 percent of the Fortune 500, approximately 50 percent of the Global 2000, and large government agencies. Learn more at tenable.com.",32,,,
2024,Silver,iSECURE: Reimagining Cybersecurity,iSECURE-2024-Silver.png,https://www.isecurenet.net/,"iSECURE is a Cybersecurity focused company headquartered in Rochester, NY that has been in business since 2011. Our mission is to inspire a cybersecurity culture through education and collaboration.  iSECURE utilizes intelligence, process, and experience to architect and secure holistic solutions for our clients while exposing business risks that lead to proper investments. iSECURE provides an array of professional services tailored to the needs of our clients, such as vCISO, Tabletop Exercises and custom security assessments. We vet all the products we represent and offer only best of breed solutions to our clients. ",11,,,
2024,Silver,Security Risk Advisors,SecurityRiskAdvisors-2024-Silver.png,https://sra.io,"Security Risk Advisors (SRA) provides specialized security services including Penetration Testing, Purple Teams, Cloud Security, Resilience, Cyber Physical Systems Security, Engineering, and 24x7x365 Cybersecurity Operations. SRA’s mission is to “Level Up” every day to protect our clients and their customers. We deliver our security services to Fortune and Global 1000 companies, innovating technology startups, and mission-oriented non-profits. Our approach emphasizes knowledge transfer, collaboration and strengthening security processes. SRA is headquartered in Philadelphia, with offices in Rochester, and Kilkenny, Ireland.",34,,,
2024,Silver,Barracuda Networks,Barracuda-2024-Silver.png,https://www.barracuda.com/,"Barracuda provides businesses of all sizes with access to cloud-first, enterprise-grade security. Barracuda protects email, networks, data, and applications with innovative, comprehensive, and affordable solutions that are easy to buy, deploy, and use. More than 200,000 organizations worldwide trust Barracuda to safeguard their employees, data, and infrastructure from a wide range of threats.",35,,,
2024,Silver,"Bitdefender, Inc.",Bitdefender-2024-Silver.png,www.bitdefender.com,"Bitdefender is a cybersecurity leader delivering best-in-class threat prevention, detection, and response solutions worldwide. Guardian over millions of consumer, business, and government environments, Bitdefender is the industry’s trusted expert* for eliminating threats, protecting privacy and data, and enabling cyber resiliency. With deep investments in research and development, Bitdefender Labs discovers 400 new threats each minute and validates 30 billion threat queries daily. The company has pioneered breakthrough innovations in antimalware, IoT security, behavioral analytics, and artificial intelligence and its technology is licensed by more than 150 of the world’s most recognized technology brands. Founded in 2001, Bitdefender has customers in 170 countries with offices around the world. For more information, visit https://www.bitdefender.com. ",13,,,
2024,Silver,SentinelOne,SentinelOne-2024-Silver.png,https://www.sentinelone.com/,"SentinelOne is a global leader in AI-powered security. SentinelOne’s Singularity™ Platform detects, prevents, and responds to cyber-attacks at machine speed, empowering organizations to secure endpoints, cloud workloads, containers, identities, and mobile and network-connected devices with speed, accuracy and simplicity. Over 11,500 customers, including Fortune 10, Fortune 500, and Global 2000 companies, as well as prominent governments, trust SentinelOne to secure the future today. To learn more, visit Sentinelone.com",10,,,
2024,Silver,GuidePoint Security,GuidePoint-2024-Silver.png,https://www.guidepointsecurity.com/,"When it comes to cybersecurity, one size does not fit all. Each customer environment is different. Your needs, gaps, skillsets and risks are also unique. We take the approach of a trusted advisor, understanding your business and challenges, and evaluating your cybersecurity posture and ecosystem to expose risks, optimize resources and implement best-fit solutions. GuidePoint wants to take on your greatest cybersecurity challenges, provide recommendations that address those complex issues and deliver impactful results.",18,,,
2024,Silver,Adlumin|Winslow Technology Group,Adlumin-2024-Silver.png,https://adlumin.com,"Adlumin Inc. is a patented, cloud-native Managed Detection and Response (MDR) plus services platform. The platform focuses on advanced cyber threats, system vulnerabilities, and sprawling IT operations to command greater visibility, stop threats, reduce your business risk, and automate compliance. As the command center for security operations, Adlumin leverages powerful machine learning, identifies critical threats, automates remediation rules and systems updates, and provides live continuous compliance reporting. www.adlumin.com ",26,Winslow Technology Group,https://winslowtg.com/,"Winslow Technology Group, LLC (WTG) is a leading provider of IT Solutions, Managed Services, Cybersecurity Services, and Financial Services dedicated to providing exceptional business outcomes for our customers since 2003.  WTG enables our clients to innovate and transform their business by realizing the benefits of data center, cybersecurity, digital workspace, networking, and cloud infrastructure solutions. "
2024,Silver,Sophos,Sophos-2024-Silver.png,https://www.sophos.com/,"Sophos defeats cyberattacks with innovative, adaptive defenses, AI-powered analysis, and unmatched expertise to protect your business, end users, and data from complex cyber threats. Shift power back to the defender and neutralize threats with an integrated ecosystem that offers unbeatable protection at every point in the attack chain. With our endpoint protection, endpoint detection and response (EDR and XDR), managed detection and response (MDR), and firewall, Sophos stops ransomware, targeted attacks, phishing, malware, and more. Powered by Sophos X-Ops, our cross-domain threat intelligence unit, Sophos solutions provide a unified approach, managed through a single, cloud-based console in Sophos Central.",36,,,
2024,Silver,CyFlare|TechMD,CyFlare-2024-Silver.png,https://cyflare.com,"Rated as a Top 20 Global MSSP, CyFlare's Open XDR platform empowers organizations to secure their digital ecosystems proactively. Our approach seamlessly integrates and future-proofs your security strategy, delivering unparalleled visibility, detection, and response capabilities. At our core, we collect and analyze data from across your entire environment, monitor for threats in real time, and alert you to anomalies. Our expert team hunts for vulnerabilities, investigates incidents, and collaborates with you to improve your security posture. We excel in integrating disparate security tools and automating processes to streamline operations and increase confidence. From small businesses to enterprises, we partner with organizations of all sizes to reduce risk and achieve peace of mind in an ever-evolving threat landscape.",17,,,
2024,Silver,CyberArk,CyberArk-2024-Silver.png,https://www.cyberark.com/,"CyberArk is the global leader in identity security. Centered on intelligent privilege controls, CyberArk provides the most comprehensive security offering for any identity – human or machine – across business applications, distributed workforces, hybrid cloud environments and throughout the DevOps lifecycle. The world’s leading organizations trust CyberArk to help secure their most critical assets. To learn more, visit https://www.cyberark.com.",22,,,
2024,Partners,ISSA Rochester Chapter,RocISSA-2019.png,https://www.rocissa.org/,TBD,,,,
2024,Partners,"ISACA Western New York Chapter: Trust in, and value from, information systems",ISACA-2019.png,https://engage.isaca.org/westernnewyorkchapter/home,TBD,,,,
2024,Partners,InfraGard,InfraGard-2024-Partner.png,https://www.infragard.org/,TBD,,,,
